ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
80	27	1	1	0.000000	3.777778	3.777778	0.000000	0.000000	0	0	0
81	51	1	1	0.000000	1.058824	1.058824	0.000000	0.000000	0	0	0
82	51	1	1	0.000000	1.274510	1.274510	0.000000	0.000000	0	0	0
83	51	1	1	0.000000	1.411765	1.411765	0.000000	0.000000	0	0	0
84	51	1	1	0.000000	1.196078	1.196078	0.000000	0.000000	0	0	0
85	51	1	1	0.000000	1.078431	1.078431	0.000000	0.000000	0	0	0
86	51	1	1	0.000000	1.568627	1.568627	0.000000	0.000000	0	0	0
87	57	1	1	0.000000	3.087719	3.087719	0.000000	0.000000	0	0	0
88	31	1	1	0.000000	3.580645	3.580645	0.000000	0.000000	0	0	0
89	35	1	1	0.000000	3.628571	3.628571	0.000000	0.000000	0	0	0
90	102	1	1	0.000000	3.931373	3.931373	0.000000	0.000000	0	0	0
91	51	1	1	0.000000	3.588235	3.588235	0.000000	0.000000	0	0	0
92	51	1	1	0.000000	4.313725	4.313725	0.000000	0.000000	0	0	0
93	51	1	1	0.000000	2.607843	2.607843	0.000000	0.000000	0	0	0
94	51	1	1	0.000000	5.705882	5.705882	0.000000	0.000000	0	0	0
95	51	1	1	0.000000	1.176471	1.176471	0.000000	0.000000	0	0	0
96	51	1	1	0.000000	5.647059	5.647059	0.000000	0.000000	0	0	0
97	51	1	1	0.000000	1.333333	1.333333	0.000000	0.000000	0	0	0
98	51	1	1	0.000000	1.215686	1.215686	0.000000	0.000000	0	0	0
99	51	1	1	0.000000	2.647059	2.647059	0.000000	0.000000	0	0	0
100	51	1	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
101	25	1	1	0.000000	2.760000	2.760000	0.000000	0.000000	0	0	0
